sku,filename,status
TNW-1022-紫M,TNW-1022-紫M.jpg,✅成功
TNW-1022-紫S,TNW-1022-紫S.jpg,✅成功
TNW-1026-栗M,TNW-1026-栗M.jpg,✅成功
TNW-1026-栗S,TNW-1026-栗S.jpg,✅成功
TNW-1015-M,TNW-1015-M.jpg,✅成功
TNW-1038-M,TNW-1038-M.jpg,✅成功
TNW-1015-S,TNW-1015-S.jpg,✅成功
TNW-1038-S,TNW-1038-S.jpg,✅成功
TNW-1065-灰M,TNW-1065-灰M.jpg,✅成功
TNW-1065-灰S,TNW-1065-灰S.jpg,✅成功
TNW-1065-棕M,TNW-1065-棕M.jpg,✅成功
TNW-1065-棕S,TNW-1065-棕S.jpg,✅成功
TNW-0902-M,TNW-0902-M.jpg,✅成功
TNW-0928-M,TNW-0928-M.jpg,✅成功
TNW-0902-S,TNW-0902-S.jpg,✅成功
TNW-0928-S,TNW-0928-S.jpg,✅成功
TNW-0907-M,TNW-0907-M.jpg,✅成功
TNW-0907-S,TNW-0907-S.jpg,✅成功
TNW-1025-M,TNW-1025-M.jpg,✅成功
TNW-1025-S,TNW-1025-S.jpg,✅成功
NN-2523-M,NN-2523-M.jpg,✅成功
NN-2523-S,NN-2523-S.jpg,✅成功
NN2551-棕M,NN2551-棕M.jpg,✅成功
NN2551-棕S,NN2551-棕S.jpg,✅成功
TN-1067-绿M,TN-1067-绿M.jpg,✅成功
TN-1067-绿S,TN-1067-绿S.jpg,✅成功
NN2551-蓝M,NN2551-蓝M.jpg,✅成功
NN2551-蓝S,NN2551-蓝S.jpg,✅成功
TN-1067-紫M,TN-1067-紫M.jpg,✅成功
TN-1067-紫S,TN-1067-紫S.jpg,✅成功
NN2534-L,NN2534-L.jpg,✅成功
NN2533-L,NN2533-L.jpg,✅成功
sku_75,sku_75.jpg,✅成功
sku_76,sku_76.jpg,✅成功
sku_77,sku_77.jpg,✅成功
sku_78,sku_78.jpg,✅成功
TNW-0702-褐L,TNW-0702-褐L.jpg,✅成功
TNW-0702-绿L,TNW-0702-绿L.jpg,✅成功
TNW-0702-褐M,TNW-0702-褐M.jpg,✅成功
TNW-0702-绿M,TNW-0702-绿M.jpg,✅成功
TNW-0702-褐S,TNW-0702-褐S.jpg,✅成功
TNW-0702-绿S,TNW-0702-绿S.jpg,✅成功
TNW-0915-M,TNW-0915-M.jpg,✅成功
TNW-0915-S,TNW-0915-S.jpg,✅成功
TNW-1010-M,TNW-1010-M.jpg,✅成功
TNW-1010-S,TNW-1010-S.jpg,✅成功
TNW-0918-M,TNW-0918-M.jpg,✅成功
TNW-0918-S,TNW-0918-S.jpg,✅成功
NN2536-M,NN2536-M.jpg,✅成功
NN2536-S,NN2536-S.jpg,✅成功
NN2535-M,NN2535-M.jpg,✅成功
NN2535-S,NN2535-S.jpg,✅成功
NN2534-M,NN2534-M.jpg,✅成功
NN2534-S,NN2534-S.jpg,✅成功
NN2533-M,NN2533-M.jpg,✅成功
NN2533-S,NN2533-S.jpg,✅成功
TNW-0802-M,TNW-0802-M.jpg,✅成功
TNW-0802-S,TNW-0802-S.jpg,✅成功
NN2530-M,NN2530-M.jpg,✅成功
NN2530-S,NN2530-S.jpg,✅成功
NN2538-M,NN2538-M.jpg,✅成功
NN2538-S,NN2538-S.jpg,✅成功
NN2537-M,NN2537-M.jpg,✅成功
NN2537-S,NN2537-S.jpg,✅成功
sku_107,sku_107.jpg,✅成功
sku_108,sku_108.jpg,✅成功
sku_109,sku_109.jpg,✅成功
NTF0311W-1-L,NTF0311W-1-L.jpg,✅成功
NTF0311W-1-M,NTF0311W-1-M.jpg,✅成功
NTF0311W-1-S,NTF0311W-1-S.jpg,✅成功
NTF0307B-L,NTF0307B-L.jpg,✅成功
NTF0307B-M,NTF0307B-M.jpg,✅成功
NTF0307B-S,NTF0307B-S.jpg,✅成功
NTF0307C-L,NTF0307C-L.jpg,✅成功
NTF0307C-M,NTF0307C-M.jpg,✅成功
NTF0307C-S,NTF0307C-S.jpg,✅成功
NTF-0322-L,NTF-0322-L.jpg,✅成功
NTF-0322-M,NTF-0322-M.jpg,✅成功
NTF-0322-S,NTF-0322-S.jpg,✅成功
NN-2505-L,NN-2505-L.jpg,✅成功
NN-2505-M,NN-2505-M.jpg,✅成功
NN-2505-S,NN-2505-S.jpg,✅成功
NN-2508-L,NN-2508-L.jpg,✅成功
NN-2508-M,NN-2508-M.jpg,✅成功
NN-2508-S,NN-2508-S.jpg,✅成功
NN-2502-M,NN-2502-M.jpg,✅成功
NN-2502-S,NN-2502-S.jpg,✅成功
NN-2509-L,NN-2509-L.jpg,✅成功
NN-2509-M,NN-2509-M.jpg,✅成功
NN-2509-S,NN-2509-S.jpg,✅成功
NN-0905P-M,NN-0905P-M.jpg,✅成功
NN-0905P-S,NN-0905P-S.jpg,✅成功
NN-0905G-M,NN-0905G-M.jpg,✅成功
NN-0905G-S,NN-0905G-S.jpg,✅成功
NN-2516-L,NN-2516-L.jpg,✅成功
NN-2516-M,NN-2516-M.jpg,✅成功
NN-2516-S,NN-2516-S.jpg,✅成功
NN2512L,NN2512L.jpg,✅成功
NN2512M,NN2512M.jpg,✅成功
NN2512S,NN2512S.jpg,✅成功
NN2511L,NN2511L.jpg,✅成功
NN2511M,NN2511M.jpg,✅成功
NN2511S,NN2511S.jpg,✅成功
NN2510L,NN2510L.jpg,✅成功
NN2510M,NN2510M.jpg,✅成功
NN2510S,NN2510S.jpg,✅成功
NN251BL,NN251BL.jpg,✅成功
NN251BM,NN251BM.jpg,✅成功
NN251BS,NN251BS.jpg,✅成功
NN2517L,NN2517L.jpg,✅成功
NN2517M,NN2517M.jpg,✅成功
NN2517S,NN2517S.jpg,✅成功
NN2513M,NN2513M.jpg,✅成功
NN2513S,NN2513S.jpg,✅成功
sku_157,sku_157.jpg,✅成功
sku_158,sku_158.jpg,✅成功
sku_159,sku_159.jpg,✅成功
TNW-1066-灰格L,TNW-1066-灰格L.jpg,已存在
TNW-1066-棕格L,TNW-1066-棕格L.jpg,已存在
TNW-1011-灰M,TNW-1011-灰M.jpg,✅成功
TNW-1011-灰S,TNW-1011-灰S.jpg,✅成功
TNW-1066-灰格M,TNW-1066-灰格M.jpg,已存在
TNW-1066-灰格S,TNW-1066-灰格S.jpg,已存在
TNW-1066-棕格M,TNW-1066-棕格M.jpg,已存在
TNW-1066-棕格S,TNW-1066-棕格S.jpg,已存在
TNW-1015-M,TNW-1015-M.jpg,已存在
TNW-1015-S,TNW-1015-S.jpg,已存在
TNW-1038-M,TNW-1038-M.jpg,已存在
TNW-1038-S,TNW-1038-S.jpg,已存在
TNW-0902-M,TNW-0902-M.jpg,已存在
TNW-0902-S,TNW-0902-S.jpg,已存在
TNW-0928-M,TNW-0928-M.jpg,已存在
TNW-0928-S,TNW-0928-S.jpg,已存在
TNW-1010-M,TNW-1010-M.jpg,已存在
TNW-1010-S,TNW-1010-S.jpg,已存在
TNW-1026-灰紫M,TNW-1026-灰紫M.jpg,已存在
TNW-1026-灰紫S,TNW-1026-灰紫S.jpg,已存在
TNW-1026-栗M,TNW-1026-栗M.jpg,已存在
TNW-1026-栗S,TNW-1026-栗S.jpg,已存在
TNW-1065-灰M,TNW-1065-灰M.jpg,已存在
TNW-1065-灰S,TNW-1065-灰S.jpg,已存在
TNW-1065-棕M,TNW-1065-棕M.jpg,已存在
TNW-1065-棕S,TNW-1065-棕S.jpg,已存在
TNW-0702-褐M,TNW-0702-褐M.jpg,已存在
TNW-0702-褐S,TNW-0702-褐S.jpg,已存在
TNW-0702-绿M,TNW-0702-绿M.jpg,已存在
TNW-0702-绿S,TNW-0702-绿S.jpg,已存在
TNW-1022-蓝M,TNW-1022-蓝M.jpg,已存在
TNW-1022-蓝S,TNW-1022-蓝S.jpg,已存在
TNW-1022-紫M,TNW-1022-紫M.jpg,已存在
TNW-1022-紫S,TNW-1022-紫S.jpg,已存在
TNW-0907-M,TNW-0907-M.jpg,已存在
TNW-0907-S,TNW-0907-S.jpg,已存在
TNW-1011-棕M,TNW-1011-棕M.jpg,✅成功
TNW-1011-棕S,TNW-1011-棕S.jpg,✅成功
TNW-0918-M,TNW-0918-M.jpg,已存在
TNW-0918-S,TNW-0918-S.jpg,已存在
TNW-0915-M,TNW-0915-M.jpg,已存在
TNW-0915-S,TNW-0915-S.jpg,已存在
TNW-0802-M,TNW-0802-M.jpg,已存在
TNW-0802-S,TNW-0802-S.jpg,已存在
sku_204,sku_204.jpg,✅成功
sku_205,sku_205.jpg,✅成功
sku_206,sku_206.jpg,✅成功
sku_207,sku_207.jpg,✅成功
NTF0351-L,NTF0351-L.jpg,✅成功
NTF0511-L,NTF0511-L.jpg,✅成功
NTF0351-M,NTF0351-M.jpg,✅成功
NTF0351-S,NTF0351-S.jpg,✅成功
NTF0511-M,NTF0511-M.jpg,✅成功
NTF0511-S,NTF0511-S.jpg,✅成功
NTF0303-L,NTF0303-L.jpg,✅成功
sku_215,sku_215.jpg,✅成功
NTF0501A-L,NTF0501A-L.jpg,✅成功
NTF0310-L,NTF0310-L.jpg,✅成功
NTF0310-M,NTF0310-M.jpg,✅成功
NTF0310-S,NTF0310-S.jpg,✅成功
NTF0317W-L,NTF0317W-L.jpg,✅成功
NTF0317W-M,NTF0317W-M.jpg,✅成功
NTF0317W-S,NTF0317W-S.jpg,✅成功
NTF0501A-M,NTF0501A-M.jpg,✅成功
NTF0501A-S,NTF0501A-S.jpg,✅成功
NTF0335-L,NTF0335-L.jpg,✅成功
NTF0335-M,NTF0335-M.jpg,✅成功
NTF0335-S,NTF0335-S.jpg,✅成功
NTF0303-M,NTF0303-M.jpg,✅成功
NTF0303-S,NTF0303-S.jpg,✅成功
NTF0315-L,NTF0315-L.jpg,✅成功
NTF0315-M,NTF0315-M.jpg,✅成功
NTF0315-S,NTF0315-S.jpg,✅成功
NTF0301C-M,NTF0301C-M.jpg,✅成功
NTF0301C-S,NTF0301C-S.jpg,✅成功
NTF0301B-M,NTF0301B-M.jpg,✅成功
NTF0301B-S,NTF0301B-S.jpg,✅成功
NTF0506W-M,NTF0506W-M.jpg,✅成功
NTF0506W-S,NTF0506W-S.jpg,✅成功
NTF0311W-L,NTF0311W-L.jpg,✅成功
NTF0311W-M,NTF0311W-M.jpg,✅成功
NTF0311W-S,NTF0311W-S.jpg,✅成功
NTF0515B-L,NTF0515B-L.jpg,✅成功
NTF0515B-M,NTF0515B-M.jpg,✅成功
NTF0515B-S,NTF0515B-S.jpg,✅成功
NTF0307A-L,NTF0307A-L.jpg,✅成功
NTF0307A-M,NTF0307A-M.jpg,✅成功
NTF0307A-S,NTF0307A-S.jpg,✅成功
NTF0512WB-M,NTF0512WB-M.jpg,✅成功
NTF0512WB-S,NTF0512WB-S.jpg,✅成功
NTF0305W-L,NTF0305W-L.jpg,✅成功
NTF0305W-M,NTF0305W-M.jpg,✅成功
NTF0305W-S,NTF0305W-S.jpg,✅成功
NTF0335A-L,NTF0335A-L.jpg,✅成功
NTF0335A-M,NTF0335A-M.jpg,✅成功
NTF0335A-S,NTF0335A-S.jpg,✅成功
NTF0335B-L,NTF0335B-L.jpg,✅成功
NTF0335B-M,NTF0335B-M.jpg,✅成功
NTF0335B-S,NTF0335B-S.jpg,✅成功
NTF0338B-G-M,NTF0338B-G-M.jpg,✅成功
NTF0338B-G-S,NTF0338B-G-S.jpg,✅成功
NTF0338A-G-M,NTF0338A-G-M.jpg,✅成功
NTF0338A-G-S,NTF0338A-G-S.jpg,✅成功
NTF0503L-M,NTF0503L-M.jpg,✅成功
NTF0503L-S,NTF0503L-S.jpg,✅成功
NTF0307B-L,NTF0307B-L.jpg,已存在
NTF0307B-M,NTF0307B-M.jpg,已存在
NTF0307B-S,NTF0307B-S.jpg,已存在
NTF0501B-L,NTF0501B-L.jpg,✅成功
NTF0501B-M,NTF0501B-M.jpg,✅成功
NTF0501B-S,NTF0501B-S.jpg,✅成功
NTF0509AG-L,NTF0509AG-L.jpg,✅成功
NTF0509AG-M,NTF0509AG-M.jpg,✅成功
NTF0509AG-S,NTF0509AG-S.jpg,✅成功
NTF0509BW-L,NTF0509BW-L.jpg,✅成功
NTF0509BW-M,NTF0509BW-M.jpg,✅成功
NTF0509BW-S,NTF0509BW-S.jpg,✅成功
